lineId,speakerId,expressionId,backgroundPath,text,nextLineId,choice1Text,choice1NextLineId,choice2Text,choice2NextLineId,affectionChanges,branches,revealSpeakerName,nextScenePath
chapter_yowashi_2_001,doute,normal,,ヨワシちゃんの服ってなんというか……独特？だね？,chapter_yowashi_2_002,,,,,,,,
chapter_yowashi_2_002,yowashi,normal,,むっ、失礼な。これは城の中で過ごすにあたってのの正装であるぞ。可愛いであろう？,chapter_yowashi_2_003,,,,,,,,
chapter_yowashi_2_003,doute,normal,,城の中の正装……？服は可愛いと思うよ。,chapter_yowashi_2_004,,,,,,,,
chapter_yowashi_2_004,yowashi,normal,,そうであろうそうであろう！\nちなみに、城の中での正装っていうのはパジャマのことね。まだまだ私への理解が足りないね〜,chapter_yowashi_2_005,,,,,,,,
chapter_yowashi_2_005,doute,normal,,パジャマだったのか、なるほどね〜。\n僕らは普段着る服っぽいのに、なんでヨワシちゃんだけパジャマなんだろうね？,chapter_yowashi_2_006,,,,,,,,
chapter_yowashi_2_006,yowashi,normal,,それは私が普段からパジャマで生活をしてるからじゃない？我の体にはベルゼバブが取り憑いているが故、あまり外には出られんのだ,chapter_yowashi_2_007,,,,,,,,
chapter_yowashi_2_007,doute,normal,,ベルゼバブが取り憑いて……それは病気ってこと！？大丈夫なの！？,chapter_yowashi_2_008,,,,,,,,
chapter_yowashi_2_008,yowashi,normal,,そこまで心配せんでも、母上が心配性であるだけじゃ。それよりも余は下僕が我が言葉を理解できるようになったことが喜ばしいぞ,chapter_yowashi_2_009,,,,,,,,
chapter_yowashi_2_009,doute,normal,,まだまだです、ヨワシ様。これからも精進して参ります。,chapter_yowashi_2_010,,,,,,,,
chapter_yowashi_2_010,yowashi,normal,,苦しゅうない！\nドウテくん最高だね！しかもそれ、『転生したらゴブリンだった件』のセリフじゃない？,chapter_yowashi_2_011,,,,,,,,
chapter_yowashi_2_011,doute,normal,,え、知ってるの？じゃあ、『社蓄転生』は？,chapter_yowashi_2_012,,,,,,,,
chapter_yowashi_2_012,yowashi,normal,,もちろん知ってるよ！『強がりペダル』は？『レッドロック』は？『排球！！！』は？,chapter_yowashi_2_013,,,,,,,,
chapter_yowashi_2_013,doute,normal,,もちのろんですよ！強がりペダルは主人公の強がりが段々弱音になっていくのが最高だよね〜,chapter_yowashi_2_014,,,,,,,,
chapter_yowashi_2_014,yowashi,normal,,わかるわかる！しかしこの本棚に大量のラノベや漫画があることには気づいていたかい……？,chapter_yowashi_2_015,,,,,,,,
chapter_yowashi_2_015,doute,normal,,もちろん！！おすすめの本布教しあおうよ！,chapter_yowashi_2_016,,,,,,,,
chapter_yowashi_2_016,yowashi,normal,,最高！,chapter_yowashi_2_017,,,,,,,,
chapter_yowashi_2_017,doute,normal,,（スポ根漫画多かったな〜\n俺も好きだし嬉しい！！）,chapter_yowashi_2_018,,,,,,,,
chapter_yowashi_2_018,,,,［情報］ヨワシの好きな漫画を手に入れた,chapter_yowashi_2_019,,,,,,,,
chapter_yowashi_2_019,doute,normal,,（30分ほど熱心に話し込んでいると、ヨワシちゃんの息が切れていることに気がついた）,chapter_yowashi_2_020,,,,,,,,
chapter_yowashi_2_020,yowashi,normal,,それでね…このシリーズのこの…お決まりの文章が……最高なんだよね,chapter_yowashi_2_021,,,,,,,,
chapter_yowashi_2_021,doute,normal,,ヨワシちゃん、息切れしてない？大丈夫？,chapter_yowashi_2_022,,,,,,,,
chapter_yowashi_2_022,yowashi,normal,,大丈夫だよぉ…\nただちょっと…興奮しすぎたみたいだから…今日は休もうかな…,chapter_yowashi_2_023,,,,,,,,
chapter_yowashi_2_023,doute,normal,,うん、それがいいと思う。明日またじっくり話そうよ〜,chapter_yowashi_2_024,,,,,,,,
chapter_yowashi_2_024,yowashi,normal,,うん、じゃあね〜,chapter_yowashi_2_025,,,,,,,,
chapter_yowashi_2_025,doute,normal,,息切れしてた……？気のせいかな,chapter_yowashi_2_026,,,,,,,,
chapter_yowashi_2_026,doute,normal,,（ん？この本棚の下に本なんて落ちてたかな？）,,,,,,,,,
