lineId,speakerId,expressionId,backgroundPath,text,nextLineId,choice1Text,choice1NextLineId,choice2Text,choice2NextLineId,affectionChanges,branches,revealSpeakerName,nextScenePath
chapter_kayo_2_001,doute,normal,Assets/Art/Backgrounds/white_room.png,そういえば、その目玉焼きは……なんというか、うん！すごいね……！,chapter_kayo_2_002,,,,,,,,
chapter_kayo_2_002,kayo,normal,,二回も下手なふれ方するんじゃないわよっ……！うぅ……ふだんはこんなドジしないから！ほ、ほんとだよ？,chapter_kayo_2_003,,,,,,,,
chapter_kayo_2_003,doute,normal,,（突っ込む気も起きない嘘だな……）,chapter_kayo_2_004,,,,,,,,
chapter_kayo_2_004,doute,normal,,やっぱり、普段も結構ドジなの？,chapter_kayo_2_005,,,,,,,,
chapter_kayo_2_005,kayo,normal,,違うって言って……,chapter_kayo_2_006,,,,,,,,
chapter_kayo_2_006,kayo,normal,,…………,chapter_kayo_2_007,,,,,,,,
chapter_kayo_2_007,kayo,normal,,……そうよ。だからケガしたくないなら、私とは関わらない方がいいわ,chapter_kayo_2_008,,,,,,,,
chapter_kayo_2_008,doute,normal,,…………,chapter_kayo_2_009,,,,,,,,
chapter_kayo_2_009,doute,normal,,カヨちゃん、俺はこう見えて頑丈なんだっ！だからカヨちゃんのドジのひとつやふたつ、完璧に受けてみせますとも！,chapter_kayo_2_010,,,,,,,,
chapter_kayo_2_010,kayo,normal,,……！……ありがと,chapter_kayo_2_011,,,,,,,,
chapter_kayo_2_011,doute,normal,,そういえばカヨちゃんはやっぱり恋愛はしたくないの？,chapter_kayo_2_012,,,,,,,,
chapter_kayo_2_012,kayo,normal,,あたりまえでしょ！こんなところでなんて絶対ごめんなんだから！,chapter_kayo_2_013,,,,,,,,
chapter_kayo_2_013,doute,normal,,まぁ、変な部屋だし気持ちはわかるよ。けどカヨちゃんはそれだけじゃないような気がして……理由を聞かせてもらえないかな？,chapter_kayo_2_014,,,,,,,,
chapter_kayo_2_014,kayo,normal,,わたしは、あんたたちが……,chapter_kayo_2_015,,,,,,,,
chapter_kayo_2_015,doute,normal,,…………,chapter_kayo_2_016,,,,,,,,
chapter_kayo_2_016,kayo,normal,,…………,chapter_kayo_2_017,,,,,,,,
chapter_kayo_2_017,doute,normal,,…………？,chapter_kayo_2_018,,,,,,,,
chapter_kayo_2_018,kayo,normal,,……あ、あんたたちなんかと恋愛したくないだけなんだからっ！,chapter_kayo_2_019,,,,,,,,
chapter_kayo_2_019,kayo,normal,,ギモン点？もない、単純メーカイな話でしょっ！,chapter_kayo_2_020,,,,,,,,
chapter_kayo_2_020,doute,normal,,いや、でも……,chapter_kayo_2_021,,,,,,,,
chapter_kayo_2_021,kayo,normal,,うるさいわねっ！もういいでしょ……！それこそヨワシとかは乗り気みたいだしそっちに行ってなさい、わたしは部屋を調べるのっ！,chapter_kayo_2_022,,,,,,,,
chapter_kayo_2_022,doute,normal,,えっうわあ！ご、ごめんなさい……！,chapter_kayo_2_023,,,,,,,,
chapter_kayo_2_023,doute,normal,,（行っちゃった……）,chapter_kayo_2_024,,,,,,,,
chapter_kayo_2_024,doute,normal,,（なんだろう、カヨちゃんの態度……違和感があるような？）,chapter_kayo_2_025,,,,,,,,
chapter_kayo_2_025,doute,normal,,（プレイヤーさんに相談したいところだけど……）,,情報がないので無理です,chapter_kayo_2_026,,,,,,
chapter_kayo_2_026,doute,normal,,ですよね〜……,chapter_kayo_2_027,,,,,,,,
chapter_kayo_2_027,doute,normal,,（ここはもう一度部屋を調べて何か手がかりがないか調べてみようかな……）,,,,,,,,,
