lineId,speakerId,expressionId,backgroundPath,text,nextLineId,choice1Text,choice1NextLineId,choice2Text,choice2NextLineId,affectionChanges,branches,revealSpeakerName,nextScenePath
chapter_kayo_6_001,kayo,normal,Assets/Art/Backgrounds/white_room.png,ありがとう……！,chapter_kayo_6_002,,,,,,,true,
chapter_kayo_6_002,doute,normal,,すぐに扉に避難しよう！2人は歩けそう？,chapter_kayo_6_003,,,,,,,,
chapter_kayo_6_003,yowashi,normal,,私は大丈夫だよ〜！カヨちゃんのおかげで少し落ち着けたからねっ！,chapter_kayo_6_004,,,,,,,true,
chapter_kayo_6_004,kayo,normal,,わたしも、歩けるわ,chapter_kayo_6_005,,,,,,,,
chapter_kayo_6_005,yowashi,normal,,カヨちゃんはウソが下手だね〜？さっき、ここ通るときに足怪我したでしょ！,chapter_kayo_6_006,,,,,,,,
chapter_kayo_6_006,kayo,normal,,こ、これくらい問題ないわよっ！ほら、行きましょっ……！,chapter_kayo_6_007,,,,,,,,
chapter_kayo_6_007,doute,normal,,……カヨちゃん、失礼っ！,chapter_kayo_6_008,,,,,,,,
chapter_kayo_6_008,kayo,normal,,……？きゃあっ！,chapter_kayo_6_009,,,,,,,,
chapter_kayo_6_009,,,,（カヨちゃんをおんぶして歩いた。）,chapter_kayo_6_010,,,,,,,,
chapter_kayo_6_010,kayo,normal,,ちょ、ちょっと……おろして……！,chapter_kayo_6_011,,,,,,,,
chapter_kayo_6_011,doute,normal,,カヨちゃんはドジっ子なんじゃなくて……頑張りすぎなんだよ。だからきっと、疲れちゃってミスしちゃうんだ。だからカヨちゃんはそのままでいい。カヨちゃんのドジはカヨちゃんの優しさだから。,chapter_kayo_6_012,,,,,,,,
chapter_kayo_6_012,kayo,normal,,…………！,chapter_kayo_6_013,,,,,,,,
chapter_kayo_6_013,doute,normal,,それにっ……！大丈夫！全然軽いよっ！,chapter_kayo_6_014,,,,,,,,
chapter_kayo_6_014,yowashi,normal,,ドウテくんみたいな女の子の体重を30で当然と思ってそうな子でもそんなこと言えるんだねぇ？,chapter_kayo_6_015,,,,,,,,
chapter_kayo_6_015,doute,normal,,えっ違うの？！,chapter_kayo_6_016,,,,,,,,
chapter_kayo_6_016,kayo,normal,,……あーもーやかましいわねっ！もう、何も言わないから。早く避難するわよ！,chapter_kayo_6_017,,,,,,,,
chapter_kayo_6_017,,,,（そのまま歩いてすぐに扉の前に着いた。）,chapter_kayo_6_018,,,,,,,,
chapter_kayo_6_018,doute,normal,,あ、モテル！,chapter_kayo_6_019,,,,,,,,
chapter_kayo_6_019,moteru,normal,,ドウテくんにみんな……！無事で、本当に良かったぁ……！,chapter_kayo_6_020,,,,,,,true,
chapter_kayo_6_020,moteru,normal,,とりあえず外に出ようっ！,chapter_kayo_6_021,,,,,,,,
chapter_kayo_6_021,yowashi,normal,,私はモテルくんにと先に行ってるね！おふたりさん！,chapter_kayo_6_022,,,,,,,,
chapter_kayo_6_022,doute,normal,,判断が早いっ？！,chapter_kayo_6_023,,,,,,,,
chapter_kayo_6_023,,,,（手を繋いでとっとと出た2人を見送る視界の隅に『恋人とは手を繋いだりハグしたりするものである。』と書かれた紙を見つける。）,chapter_kayo_6_024,,,,,,,,
chapter_kayo_6_024,doute,normal,,そういう事か……！カヨちゃ……,chapter_kayo_6_025,,,,,,,,
chapter_kayo_6_025,kayo,normal,,……ドウテっ！,chapter_kayo_6_026,,,,,,,,
chapter_kayo_6_026,doute,normal,,え……,chapter_kayo_6_027,,,,,,,,
chapter_kayo_6_027,,,,（肩に置かれていた手が前にまわってぎゅっと抱きしめられた。それの驚きで前の方に思いきり転けて……扉に飛び込んでいた。）,chapter_kayo_6_028,,,,,,,,
chapter_kayo_6_028,,,,（眩しい光に包まれて目を開けると知っている街並みに立っていた。）,chapter_kayo_6_029,,,,,,,,
chapter_kayo_6_029,doute,normal,,夢……？,chapter_kayo_6_030,,,,,,,,
chapter_kayo_6_030,,,,（惚けて突っ立っていると声がかかった。）,chapter_kayo_6_031,,,,,,,,
chapter_kayo_6_031,kayo,normal,,夢じゃないわよ……！,chapter_kayo_6_032,,,,,,,,
chapter_kayo_6_032,,,,（優しい力で小突かれて振り向くとカヨちゃんがいた。）,chapter_kayo_6_033,,,,,,,,
chapter_kayo_6_033,doute,normal,,カヨちゃん……あ、あんなことで脱出できるなんてっ簡単な部屋だったね！設定ガバガバすぎるって言うか！,chapter_kayo_6_034,,,,,,,,
chapter_kayo_6_034,,,,（小っ恥ずかしくて早口になってしまうが返答はない。）,chapter_kayo_6_035,,,,,,,,
chapter_kayo_6_035,doute,normal,,えっと……カヨちゃん？,chapter_kayo_6_036,,,,,,,,
chapter_kayo_6_036,kayo,normal,,セキニン、とって……！わたしのぎゅーのっ！,chapter_kayo_6_037,,,,,,,,
chapter_kayo_6_037,doute,normal,,せ、責任……ってどうやって……？,chapter_kayo_6_038,,,,,,,,
chapter_kayo_6_038,kayo,normal,,………………て,chapter_kayo_6_039,,,,,,,,
chapter_kayo_6_039,doute,normal,,え？,chapter_kayo_6_040,,,,,,,,
chapter_kayo_6_040,kayo,normal,,わたしと！付き合って、ください……！,chapter_kayo_6_041,,,,,,,,
chapter_kayo_6_041,,,,（カヨちゃんは恥ずかしいのか後半はしりすぼみになりながら言った。）,chapter_kayo_6_042,,,,,,,,
chapter_kayo_6_042,doute,normal,,……！,chapter_kayo_6_043,,,,,,,,
chapter_kayo_6_043,kayo,normal,,……っ,chapter_kayo_6_044,,,,,,,,
chapter_kayo_6_044,doute,normal,,……,chapter_kayo_6_045,,,,,,,,
chapter_kayo_6_045,kayo,normal,,……な、なんか言いなさいよっ！,chapter_kayo_6_046,,,,,,,,
chapter_kayo_6_046,doute,normal,,……ふはっ！あははっ！なんか……前にもこんなことあった気がするね。でも、そのときとは違うのか……,chapter_kayo_6_047,,,,,,,,
chapter_kayo_6_047,kayo,normal,,こんなときにジョーダンっ？！,chapter_kayo_6_048,,,,,,,,
chapter_kayo_6_048,doute,normal,,ごめんごめん,chapter_kayo_6_049,,,,,,,,
chapter_kayo_6_049,doute,normal,,（返答は……）,chapter_kayo_6_050,,,,,,,,
chapter_kayo_6_050,doute,normal,,（いや、選択肢はもういらない）,chapter_kayo_6_051,,,,,,,,
chapter_kayo_6_051,doute,normal,,……俺も、好きだよ,chapter_kayo_6_052,,,,,,,,
chapter_kayo_6_052,kayo,normal,,……！ま、まぁ私たちくらいちゃんと付き合ってあげなきゃあの部屋がカワイソウよねっ！,chapter_kayo_6_053,,,,,,,,
chapter_kayo_6_053,doute,normal,,部屋のためなの……？,chapter_kayo_6_054,,,,,,,,
chapter_kayo_6_054,doute,normal,,（冗談で傷ついた顔をすると、すぐにカヨちゃんが慌てた。）,chapter_kayo_6_055,,,,,,,,
chapter_kayo_6_055,kayo,normal,,うっ……そんなこいぬみたいな顔しないでよ！あぁもう、とりあえずえっと……いないないばあ！……なんて,chapter_kayo_6_056,,,,,,,,
chapter_kayo_6_056,doute,normal,,独特な慰めだね……,chapter_kayo_6_057,,,,,,,,
chapter_kayo_6_057,kayo,normal,,う、うるさいわよ……！ほら、連絡先、交換しよ……？,chapter_kayo_6_058,,,,,,,,
chapter_kayo_6_058,doute,normal,,う、うん！,chapter_kayo_6_059,,,,,,,,
chapter_kayo_6_059,doute,normal,,（スマホをポケットから出すときに紙が落ちた。）,chapter_kayo_6_060,,,,,,,,
chapter_kayo_6_060,doute,normal,,あれ……？この紙って,chapter_kayo_6_061,,,,,,,,
chapter_kayo_6_061,kayo,normal,,……なに、コレ？『恋人を作らないと出られない部屋のルール切り替え』……,chapter_kayo_6_062,,,,,,,,
chapter_kayo_6_062,kayo,normal,,『この部屋の赤いボタンを押すことで緊急のルール変更がなされます。部屋に異常が起きたときの避難用としてお使いください。尚脱出条件は、手をつなぐ、ハグといった恋人の行為です。』,chapter_kayo_6_063,,,,,,,,
chapter_kayo_6_063,kayo,normal,,これって……つまり——,chapter_kayo_6_064,,,,,,,,
chapter_kayo_6_064,doute,normal,,カヨちゃんがボタンを押したのはファインプレーだったんだっ！すごい……すごいよ！,chapter_kayo_6_065,,,,,,,,
chapter_kayo_6_065,,,,（勢いでカヨちゃんに抱きつくとまだ不安そうに震えていた。）,chapter_kayo_6_066,,,,,,,,
chapter_kayo_6_066,kayo,normal,,私のせいじゃなかったの……？,chapter_kayo_6_067,,,,,,,,
chapter_kayo_6_067,doute,normal,,うんっ！むしろ、みんなそのおかげで助かったってことだよね……？！,chapter_kayo_6_068,,,,,,,,
chapter_kayo_6_068,kayo,normal,,…………っ！,chapter_kayo_6_069,,,,,,,,
chapter_kayo_6_069,kayo,normal,,ドウテっ！…………っ,chapter_kayo_6_070,,,,,,,,
chapter_kayo_6_070,kayo,normal,,……ありがとっ！だいすき……！,chapter_kayo_6_071,,,,,,,,
chapter_kayo_6_071,doute,normal,,…………！,chapter_kayo_6_072,,,,,,,,
chapter_kayo_6_072,doute,normal,,うん、俺もだよっ！,,,,,,,,,
